ID,age,gender,sexualorientation,edu,judge_pic,judge_outfit,judge_job,judge_born,judge_live,judge_car,judge_uni,judge_diet,judge_drink,judge_teeth,judge_posts,judge_grammar,judge_sparetime,judge_total,onenight,friendwb,datingsites,firstdates,seconddates,love,age_virginity,sex_year,sexparters_year,sexparters_life,cheat,whitelie_age,whitelie_divorce,whitelie_kids,whitelie_live,whitelie_job,whitelie_finance,whitelie_interest,whitelie_sexhistory,whitelie_datehistory,whitelie_total
850,53,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,no,no,NA,4,2,3,15,30,3,12,"Yes, I've committed sexual infidelity",0,0,0,0,0,0,0,0,0,0
855,44,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,,no,no,0,1,1,1,14,0,NA,5,"Yes, I've committed emotional infidelity",0,0,0,0,0,0,0,0,0,0
856,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,1
858,24,1,0,2,1,0,1,0,0,0,1,0,0,1,1,1,1,,yes,yes,1,2,2,1,13 & under,5,2,NA,No,0,0,0,0,0,0,0,1,0,1
863,41,0,0,2,1,1,0,0,0,0,0,0,0,1,1,1,0,,yes,yes,2,3,3,1,17,25,1,NA,No,0,0,0,0,0,0,0,0,0,0
866,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,yes,no,NA,1,1,1,19,0,NA,4,No,0,0,0,0,0,0,0,0,0,0
877,42,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
884,52,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,no,no,NA,1,1,3,17,0,NA,3,No,0,0,0,0,0,0,0,0,0,0
887,22,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,,yes,yes,NA,1,1,1,16,100,5,8,"Yes, I've committed both sexual and emotional infidelity",0,0,0,0,1,0,1,0,0,2
900,54,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,,yes,yes,1,1,1,2,13 & under,5,1,NA,"Yes, I've committed sexual infidelity",0,0,0,0,0,0,0,0,0,0
906,34,0,0,2,1,1,0,0,0,0,0,0,0,0,1,1,1,,no,no,1,5,3,1,19,3,2,6,No,0,0,0,0,0,0,0,0,0,0
907,45,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
916,54,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,,yes,yes,1,6,4,2,14,18,3,75,No,0,0,0,0,0,0,0,0,0,0
918,46,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,,yes,yes,NA,1,3,5,13 & under,20,1,30,"Yes, I've committed both sexual and emotional infidelity",0,0,0,0,0,0,0,0,0,0
919,39,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,,yes,no,0,1,1,2,21,1,1,NA,No,0,0,0,0,0,0,0,0,1,1
936,52,1,0,2,0,0,0,1,0,0,0,0,0,1,0,1,1,,yes,no,NA,1,1,2,21,0,NA,2,No,0,0,0,1,1,0,0,0,0,2
946,39,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,no,no,NA,2,1,0,18,6,1,4,No,0,0,0,0,0,0,0,0,0,0
949,43,0,0,2,1,0,0,0,0,0,0,1,1,1,0,1,1,,yes,no,NA,1,1,0,24,3,1,7,No,1,0,0,0,0,0,0,0,0,1
955,47,1,0,2,0,1,0,0,0,0,0,0,0,1,1,1,0,,no,yes,1,2,2,2,20,3,1,2,No,0,0,0,1,0,0,0,0,0,1
956,42,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,,yes,no,0,1,1,3,16,0,NA,NA,"Yes, I've committed both sexual and emotional infidelity",0,0,0,0,0,0,0,0,0,0
957,42,1,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1,,NA,NA,0,1,1,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
958,68,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,,yes,no,4,1,1,3,21,0,NA,10,"Yes, I've committed sexual infidelity",0,0,0,0,0,0,0,0,0,0
962,19,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,,no,no,0,1,1,1,Prefer not to answer,0,NA,0,No,0,0,0,0,0,0,0,0,0,0
964,67,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,,yes,yes,NA,1,1,5,16,20,5,600,"Yes, I've committed sexual infidelity",0,0,0,0,0,0,0,1,0,1
965,52,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,,yes,yes,NA,2,2,8,18,2,1,21,No,0,0,0,0,0,0,0,0,1,1
971,49,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,,no,no,NA,1,1,1,26,0,NA,1,No,0,0,0,0,0,0,0,1,1,2
984,27,1,0,1,1,1,0,1,0,0,0,1,0,1,1,1,1,,yes,no,0,4,4,3,18,17,3,8,No,0,0,0,0,0,0,0,0,0,0
988,49,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,0,0,0,0,1,0,1,0,0,2
1012,77,0,1,2,0,0,0,1,1,0,1,0,0,0,0,0,0,,yes,no,NA,1,1,3,21,0,NA,20,"Yes, I've committed both sexual and emotional infidelity",0,0,0,0,0,1,0,0,0,1
1018,35,1,0,2,0,1,1,0,0,0,1,0,0,1,1,1,1,,no,yes,NA,1,1,2,15,5,1,10,"Yes, I've committed sexual infidelity",0,0,0,0,0,0,0,0,1,1
1020,48,1,0,2,0,1,0,0,0,1,0,0,0,1,0,1,0,,yes,yes,2,6,5,5,14,10,3,NA,"Yes, I've committed sexual infidelity",0,0,0,0,0,0,0,1,0,1
1021,77,0,0,2,1,0,1,1,1,0,1,0,1,0,0,1,0,,yes,no,0,1,1,4,18,2,2,50,"Yes, I've committed sexual infidelity",1,0,0,0,0,0,0,0,0,1
1023,40,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,,NA,NA,0,1,1,2,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
1025,69,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,yes,no,3,1,1,6,16,36,1,12,"Yes, I've committed emotional infidelity",0,0,0,0,0,0,0,0,0,0
1029,65,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,no,no,2,1,1,1,24,0,NA,1,No,0,0,0,0,0,0,0,0,0,0
1035,40,0,0,2,1,0,0,0,0,0,1,0,0,0,1,0,0,,no,no,2,7,5,1,17,1,1,17,"Yes, I've committed sexual infidelity",0,0,0,0,0,0,0,0,0,0
1037,26,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,,yes,yes,2,1,1,1,19,10,1,4,No,0,0,0,1,0,1,0,0,0,2
1046,61,0,0,2,1,1,0,0,1,0,0,0,0,1,0,1,1,,yes,no,NA,1,1,2,19,0,NA,20,No,0,0,0,0,0,0,0,0,0,0
1061,64,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,,no,no,1,1,2,5,15,0,NA,5,No,0,0,0,0,0,1,0,0,1,2
1075,24,0,0,2,1,1,0,1,0,0,1,0,0,0,0,0,0,,no,no,NA,2,1,0,Prefer not to answer,0,NA,NA,No,0,0,0,0,0,0,0,0,1,1
1096,36,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,,no,yes,NA,7,7,6,36,3,2,5,"Yes, I've committed emotional infidelity",0,0,0,0,0,1,0,0,0,1
1104,30,0,0,2,0,1,1,0,0,0,0,1,0,0,1,0,0,,NA,NA,1,1,1,3,Still a virgin,NA,NA,NA,NA,0,0,0,1,0,0,0,1,1,3
1107,43,0,0,3,1,1,0,0,0,0,0,1,0,0,0,0,0,,no,no,NA,1,1,1,Prefer not to answer,NA,NA,NA,No,0,0,0,0,0,0,0,0,0,0
1113,37,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
1116,78,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,yes,no,NA,1,1,2,16,0,NA,20,"Yes, I've committed sexual infidelity",0,0,0,0,0,0,0,0,0,0
1126,77,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,2,2,9,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
1131,72,0,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,,yes,yes,NA,1,1,7,21,1,1,500,"Yes, I've committed sexual infidelity",1,0,0,0,0,0,0,0,0,1
1136,84,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,,no,no,NA,1,1,1,17,0,NA,3,No,0,0,0,0,0,0,0,0,0,0
1143,48,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,,no,no,NA,1,1,5,27,0,NA,1,No,0,0,0,0,0,0,0,0,0,0
1145,68,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,,NA,NA,0,1,1,5,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
1151,78,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,,no,no,0,1,1,4,17,3,1,7,"Yes, I've committed both sexual and emotional infidelity",0,0,0,0,0,0,0,0,0,0
1158,35,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,yes,yes,1,6,3,3,14,33,NA,NA,No,0,0,0,0,0,0,0,0,0,0
1161,25,0,2,1,1,0,0,0,0,0,0,0,0,1,1,1,0,,yes,yes,2,1,2,7,13 & under,0,NA,5,No,0,0,0,1,0,0,0,0,0,1
1167,28,1,0,2,1,1,1,0,0,0,0,0,0,0,1,1,0,,no,no,NA,3,2,0,20,0,NA,1,No,0,0,0,0,1,0,1,1,0,3
1173,51,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,,no,yes,NA,1,1,4,24,0,NA,3,"Yes, I've committed emotional infidelity",0,0,0,0,0,0,0,1,1,2
1174,72,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,1,1,3,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
1184,22,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
1189,73,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,no,no,NA,1,1,3,23,0,NA,2,No,0,0,0,0,0,0,0,0,0,0
1193,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,yes,yes,NA,1,1,3,16,15,5,36,No,0,0,0,0,0,1,0,0,0,1
1196,76,0,0,3,1,1,1,0,1,0,1,0,1,1,0,1,1,,NA,NA,NA,1,1,5,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
1203,74,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,yes,yes,NA,1,1,3,13 & under,4,1,5,"Yes, I've committed emotional infidelity",0,0,0,0,0,0,1,1,1,3
1207,55,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,,yes,no,3,5,1,5,19,4,1,NA,"Yes, I've committed both sexual and emotional infidelity",0,0,0,0,0,0,0,0,1,1
1216,45,0,0,3,1,1,1,1,1,1,1,0,0,0,1,1,1,,yes,no,NA,1,1,3,18,0,NA,6,"Yes, I've committed emotional infidelity",0,0,0,0,0,0,0,0,0,0
1219,57,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,no,no,NA,1,1,1,28,0,NA,1,No,0,0,0,0,0,0,0,0,0,0
1221,31,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,yes,yes,NA,1,1,6,17,10,2,30,No,0,0,0,0,0,0,0,0,0,0
1229,36,1,1,3,1,1,1,0,1,0,1,1,1,1,1,1,0,,no,no,3,12,3,5,32,0,NA,1,No,0,0,0,0,0,0,0,0,0,0
1230,58,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,,NA,NA,0,4,2,3,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,1
1243,60,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,yes,no,1,1,1,5,18,25,1,12,"Yes, I've committed both sexual and emotional infidelity",0,0,0,0,0,0,0,0,0,0
1254,63,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,,yes,no,4,1,1,4,24,0,NA,10,"Yes, I've committed sexual infidelity",0,0,0,0,0,0,0,0,0,0
1259,38,1,2,1,1,1,1,0,1,1,1,0,1,1,1,1,1,,no,no,1,6,5,1,15,4,3,10,No,0,0,0,0,0,0,0,0,0,0
1264,46,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,no,yes,NA,1,1,3,17,2,1,10,"Yes, I've committed sexual infidelity",0,0,0,1,0,0,0,0,0,1
1266,49,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,,yes,yes,2,11,5,3,16,12,12,30,"Yes, I've committed sexual infidelity",1,0,0,0,0,0,0,0,0,1
1273,46,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,yes,no,NA,1,1,1,18,0,NA,13,No,0,0,1,0,0,0,0,0,0,1
1277,32,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,,NA,NA,2,3,2,4,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,1
1284,60,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,yes,no,NA,1,1,3,18,NA,2,14,"Yes, I've committed sexual infidelity",0,0,0,0,0,0,0,0,0,0
1297,39,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,no,no,NA,1,1,2,17,0,NA,NA,No,0,0,0,0,0,0,0,0,0,0
1298,59,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,yes,no,1,1,1,3,24,0,NA,NA,No,0,0,0,0,0,0,0,1,1,2
1312,49,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,,yes,yes,0,8,5,3,20,10,5,50,No,0,0,0,0,0,0,0,1,0,1
1317,31,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,yes,yes,NA,1,1,0,15,5,2,22,No,0,0,0,0,0,0,0,0,0,0
1320,46,1,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,,no,no,1,1,1,1,17,1,1,5,No,1,0,0,1,0,0,0,1,0,3
1321,41,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,1,1,5,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
1323,40,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,,yes,yes,3,2,1,2,17,15,1,25,"Yes, I've committed emotional infidelity",0,0,0,0,0,0,0,1,0,1
1324,52,1,0,2,1,1,1,0,1,1,0,0,1,1,0,0,1,,yes,yes,0,1,3,10,17,0,NA,100,No,0,0,0,1,1,1,0,1,0,4
1325,46,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,no,yes,1,1,1,6,19,0,NA,6,No,1,0,0,0,0,0,1,0,0,2
1327,47,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,,no,no,2,1,1,1,17,6,1,4,No,0,1,0,1,0,0,0,0,0,2
1329,37,1,1,3,1,0,1,0,0,1,0,0,0,0,1,0,0,,no,no,1,3,1,3,26,0,NA,3,No,0,0,0,0,0,0,0,0,1,1
1330,64,0,1,3,0,0,1,0,0,0,0,1,0,0,1,0,0,,yes,yes,NA,1,1,8,18,48,1,25,"Yes, I've committed sexual infidelity",0,0,0,0,0,0,0,0,0,0
1332,54,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,yes,no,0,3,1,1,17,1,1,1,"Yes, I've committed sexual infidelity",0,0,0,0,0,0,0,1,0,1
1341,24,0,2,1,0,1,0,1,1,1,1,1,1,0,1,0,1,,yes,yes,2,3,2,3,13 & under,3,1,3,No,0,0,0,0,1,0,0,0,0,1
1343,42,1,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,,yes,yes,2,3,3,2,17,15,2,NA,No,1,0,0,0,0,1,0,0,0,2
1344,38,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,,no,no,NA,1,1,1,17,0,NA,6,"Yes, I've committed sexual infidelity",0,0,0,0,0,0,0,0,0,0
1346,54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
1351,25,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,NA,0,1,1,0,Still a virgin,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
1363,28,0,0,3,1,1,1,0,0,0,1,0,0,0,1,1,1,,NA,NA,2,5,3,0,Still a virgin,NA,NA,NA,NA,0,0,0,0,0,0,0,1,1,2
1365,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
1369,62,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,yes,yes,NA,4,4,2,20,16,3,20,"Yes, I've committed sexual infidelity",0,0,0,0,0,0,0,0,0,0
1396,67,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,yes,yes,NA,4,4,6,15,16,5,500,"Yes, I've committed sexual infidelity",0,0,0,0,0,0,0,0,0,0
1401,31,1,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,,no,no,NA,1,1,1,17,100,1,2,No,0,0,0,0,0,0,0,0,0,0
1402,41,1,0,3,0,0,1,0,0,0,0,1,0,0,1,0,0,,NA,NA,0,1,1,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
1403,21,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,1,,yes,no,NA,4,1,1,21,1,1,1,No,0,0,0,0,0,0,0,0,0,0
1411,21,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,NA,NA,NA,2,1,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
1415,28,1,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,,no,no,0,2,1,1,18,5,2,6,No,0,0,0,0,0,0,0,0,0,0
1419,38,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,yes,yes,NA,1,1,1,17,6,1,5,"Yes, I've committed both sexual and emotional infidelity",0,0,0,0,0,0,0,0,0,0
1420,30,1,0,3,1,1,1,0,1,1,1,0,0,1,1,1,1,,yes,no,0,5,5,1,22,10,1,6,No,0,0,0,0,0,0,0,1,1,2
1425,35,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,no,no,2,9,11,2,19,1,NA,NA,"Yes, I've committed sexual infidelity",0,0,0,0,0,0,0,0,1,1
1432,59,0,0,2,0,1,0,0,0,0,0,0,0,1,0,1,0,,yes,yes,NA,1,1,3,16,0,NA,16,"Yes, I've committed both sexual and emotional infidelity",0,0,0,0,0,0,1,1,0,2
1433,33,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,,no,yes,2,4,4,32,16,7,12,12,"Yes, I've committed emotional infidelity",0,1,0,0,0,0,1,0,0,2
1442,34,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,1,1,2,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
1456,59,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,,yes,yes,1,4,4,4,19,12,2,20,No,0,0,0,0,0,0,0,0,0,0
1462,44,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,,yes,no,3,1,1,1,Prefer not to answer,0,NA,NA,No,0,0,0,0,0,0,0,0,0,0
1463,23,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,,NA,NA,2,5,5,2,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
1467,61,0,0,2,1,1,1,0,0,0,1,1,0,1,0,1,0,,yes,no,NA,2,2,1,20,11,2,11,No,1,0,0,1,0,1,1,1,1,6
1470,39,1,0,3,1,1,1,0,0,0,0,0,0,0,1,1,0,,yes,yes,1,1,1,1,15,0,NA,NA,"Yes, I've committed sexual infidelity",0,0,0,0,0,0,0,0,0,0
1475,35,1,0,3,1,0,0,0,0,0,0,0,0,1,1,0,0,,NA,NA,NA,1,1,0,Still a virgin,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
1481,55,0,1,3,1,0,1,0,0,0,0,0,0,0,1,0,0,,yes,yes,NA,6,2,3,29,35,30,999,"Yes, I've committed sexual infidelity",0,0,0,0,0,0,0,1,1,2
1495,67,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,yes,yes,0,1,1,4,18,0,NA,5,"Yes, I've committed sexual infidelity",0,0,0,0,0,0,0,0,0,0
1503,56,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,,no,yes,NA,3,3,4,21,10,1,6,"Yes, I've committed emotional infidelity",1,0,0,0,0,0,0,1,0,2
1511,59,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,,NA,NA,NA,1,1,3,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
1516,37,1,0,2,1,1,1,0,1,1,1,0,0,1,0,1,1,,NA,NA,NA,1,1,0,Still a virgin,NA,NA,NA,NA,1,0,1,1,0,1,1,1,1,7
1517,57,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1,,no,no,0,1,1,3,16,0,NA,5,No,0,0,0,1,0,1,0,0,0,2
1519,45,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,,yes,yes,0,3,1,2,21,12,3,8,No,0,0,0,0,0,0,0,0,0,0
1520,21,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,NA,NA,1,1,3,0,Still a virgin,NA,NA,NA,NA,1,0,1,0,0,0,1,0,0,3
1521,36,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,,NA,NA,0,1,1,2,Still a virgin,NA,NA,NA,NA,1,0,0,1,1,1,1,0,0,5
1524,44,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,,NA,NA,NA,3,1,3,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,1
1525,39,1,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,,yes,no,1,2,1,2,16,0,NA,11,"Yes, I've committed sexual infidelity",0,0,0,0,0,0,0,0,0,0
1530,60,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,,NA,NA,NA,1,1,2,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
1549,32,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,,NA,NA,NA,2,1,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,1
1556,50,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,,no,no,1,22,22,2,16,0,NA,4,No,0,0,0,0,0,0,0,0,0,0
1565,34,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,,NA,NA,0,3,3,2,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
1571,50,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,no,no,0,1,1,1,40,0,NA,2,No,1,0,0,0,0,0,0,0,0,1
1572,41,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0,,yes,yes,NA,1,1,1,16,7,1,15,No,0,0,0,0,0,0,0,0,0,0
1575,36,1,2,2,1,0,1,0,1,0,0,1,0,0,0,0,0,,yes,no,1,9,4,2,21,25,1,10,No,0,0,0,0,0,0,0,0,0,0
1576,18,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,,NA,NA,NA,2,1,0,Still a virgin,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
1591,20,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,,no,yes,0,1,1,3,18,11,1,1,"Yes, I've committed emotional infidelity",0,0,0,0,0,0,0,0,0,0
1592,31,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,1
1597,18,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,,no,no,NA,1,1,7,17,6,NA,NA,No,0,0,0,0,0,0,0,0,0,0
1602,34,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,no,no,NA,2,2,3,15,7,NA,NA,"Yes, I've committed sexual infidelity",1,0,0,0,0,0,0,0,0,1
1603,27,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,no,yes,NA,4,3,3,18,3,1,3,No,0,0,0,1,0,0,0,0,0,1
1605,29,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,no,no,NA,2,2,3,20,334,NA,NA,"Yes, I've committed sexual infidelity",0,0,1,0,0,0,0,0,0,1
1619,26,1,0,2,0,1,1,0,1,1,0,1,0,1,1,1,0,,NA,NA,NA,11,6,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,1,2
1631,54,0,0,3,0,0,0,1,0,0,0,0,0,1,0,1,0,,NA,NA,NA,1,1,2,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
1633,49,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,yes,yes,NA,1,1,3,18,0,NA,14,"Yes, I've committed emotional infidelity",0,0,0,0,0,0,0,0,0,0
1636,36,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,yes,yes,1,5,1,3,19,9,5,20,No,0,0,0,0,0,1,0,0,0,1
1648,22,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,no,no,NA,1,1,1,22,1,1,NA,"Yes, I've committed both sexual and emotional infidelity",0,0,0,0,0,0,0,0,0,0
1649,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,no,no,NA,1,1,2,20,0,NA,5,No,0,0,0,0,0,0,0,0,0,0
1657,63,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,,yes,yes,NA,1,1,4,16,0,NA,100,"Yes, I've committed sexual infidelity",0,0,0,0,0,0,0,0,0,0
1662,51,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,,yes,yes,0,1,1,2,26,0,NA,NA,"Yes, I've committed sexual infidelity",0,0,0,0,0,0,0,0,0,0
1663,57,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,,NA,NA,0,1,1,3,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
1667,58,0,0,2,1,1,0,0,1,0,0,0,0,1,0,1,0,,NA,NA,1,5,3,3,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
1668,34,1,0,3,1,0,1,0,0,0,0,1,0,1,1,1,1,,NA,NA,NA,11,5,2,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,1,2
1675,41,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,NA,NA,0,1,1,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
1681,30,1,0,2,1,1,1,0,1,1,0,0,0,1,1,0,0,,no,yes,NA,2,2,2,18,1,1,3,"Yes, I've committed sexual infidelity",0,0,0,0,0,1,0,1,0,2
1683,40,0,0,2,1,1,0,0,0,0,0,1,0,0,1,0,1,,no,yes,NA,1,1,3,18,24,1,4,"Yes, I've committed both sexual and emotional infidelity",0,0,0,0,0,0,0,1,1,2
1688,26,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,,NA,NA,1,3,3,1,Still a virgin,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,1
